;
; List of EISA style PnP Device ID Codes
;
; Version 5; 29-12-98; added/updated creative Labs stuff
;
; Use a TAB, not a SPACE between the EISA ID and the Description!!!
;
;

CSCFFFF	Crystal PnP Audio System CODEC
CSI0600	Cabletron Systems CSI F70xx EISA FDDI Adapter Card
CSI0690	Cabletron Systems CSI F70X9 EISA FDDI DNI Adapter Card
CSI2201	Cabletron DNI series E2200
CSI2202	Cabletron DNI series E2200
CSI2203	Cabletron DNI series E2200
CTL0001	Creative Labs SB16
CTL0021	Creative Labs AWE (Wavetable) device
CTL0021	Creative Labs AWE32
CTL0022	Creative Labs AWE64 16-bit Audio
CTL0023	Creative Labs AWE64 Gold
CTL0024	Creative Labs AWE64
CTL0031	Creative Labs SB16
CTL0031	Creative Labs Audio Device
CTL0041	Creative Labs Audio Device (V16CL/V32D/V32G)
CTL0042	Creative Labs AWE64 WaveTable MIDI
CTL0043	Creative Labs SB16
CTL0044	Creative Labs AWE64 Gold
CTL0045	Creative Labs AWE64 16-bit Audio
CTL0046	Creative Labs AWE64 16-bit Audio
CTL0047	Creative Labs SB16
CTL0051	Creative Labs 3D Stereo Enhancement
CTL0070	Creative Labs ViBRA16C
CTL009D	Creative Labs SB AWE64
CTL009E	Creative Labs SB AWE64 Gold
CTL00C3	Creative Labs SB AWE64
CTL00E4	Creative Labs SB AWE64
CTL00F0	Creative Labs SB Vibra16X
CTL1000	Creative Labs 3D Blaster
CTL1003	Creative Labs 3D Blaster
CTL1004	Creative Labs 3D Blaster
CTL1005	Creative Labs 3D Blaster
CTL1006	Creative Labs 3D Blaster
CTL2001	Creative Labs IDE Interface
CTL2002	Creative Labs IDE CD-ROM Drive
CTL2011	Creative Labs IDE CD-ROM Drive
CTL7001	Creative Labs Joystick Controller
CTL7001	Creative Labs Game Port
CTL7002	Creative Labs Programmable Game Port
CTL7005	Creative Labs Programmable Game Port
CTL8001	Creative Labs Legacy SoundBlaster Device
CTL9011	Creative Labs RT300 Video Blaster
CTX1451	CTX 1451
CTX1551	CTX 1551
CTX1562	CTX 1562
CTX1565	CTX 1565
CTX1765	CTX 1765
CTX1785	CTX 1785
CTX2085	CTX 2085
CTX2185	CTX 2185
DBK0000	Databook ISA PCMCIA Controller
DBK0204	Databook PnP PCMCIA based on DB86084
DBK0214	Databook PnP PCMCIA based on DB86184
DBK0402	Databook PnP PCMCIA based on DB86084
DBK1402	Databook PnP PCMCIA based on DB86184
DEC20A0	Digital Ethernet (DE203/DE204/DE205)
DEC3001	DEC FDDI Controller
DEC3002	DEC FDDI Controller
DEC4250	DEC DE425
DEL0001	Deltec UPS
DEL139A	Dell Ultrascan 14XE
DEL139B	Dell Ultrascan 14XE
DEL139C	Dell Ultrascan 14XE
DEL139D	Dell Ultrascan 14XE
DEL2210	Dell Ultrascan V17X
DEL2211	Dell Ultrascan V17X
DEL2212	Dell Ultrascan V17X
DEL2213	Dell Ultrascan V17X
DEL2214	Dell Ultrascan 21TE
DEL2215	Dell Ultrascan 21TE
DEL2216	Dell Ultrascan 21TE
DEL2217	Dell Ultrascan 21TE
DEL3024	Dell VS17X
DEL3025	Dell VS17X
DEL3026	Dell VS17X
DEL3027	Dell VS17X
DLK2201	D-Link DE-220 NE2000 compatable Network Card
DLK2201	D-Link DE220 LAN
DPTA401	DPT PM2012B1 EISA SCSI Host
DPTA402	DPT PM2012B2 EISA SCSI Host
DPTA410	DPT PM2x22A EISA SCSI Host
DPTA411	DPT Spectre chipset SCSI Adapters
DPTA501	DPT PM2012B1/9x EISA SCSI Host
DPTA502	DPT PM2012B2/9x EISA SCSI Host
DPTA701	DPT PM2011B1/9x ISA SCSI Host
DPTBC01	DPT ESDI Caching HDC (PM3011/7X)
DWE0215	Daewoo CMC-1502
DWE1423	Daewoo CMC-1423B1
DWE1427	Daewoo CMC-1427X1
DWE1502	Daewoo CMC-1502B1
DWE1505	Daewoo CMC-1505X
DWE1507	Daewoo CMC-1507X1
DWE1703	Daewoo CMC-1703B
DXP0010	DataExpert InterWave Synth/Codec
DXP0011	DataExpert InterWave
DXP0013	DataExpert InterWave FM/SB Emulation
DXP0014	DataExpert InterWave MPU-401 Emulation
DXP0015	DataExpert InterWave 3D Stereo Enhancer
DXP3201	DataExpert MED3201 Audio Card
ECS0001	ECS Vertos 1401
ECS0002	ECS Vertos 1501
ECS0003	ECS Vertos 1502
ECS0004	ECS Vertos 1503
ECS0005	ECS Vertos 1700
ECS0006	ECS Vertos 1701
ECS0007	ECS Vertos 1700
ECS0008	ECS Vertos 2101
ECS0009	ECS Vertos 2102
EIZ0200	EIZO FlexScan F351
EIZ0201	EIZO FlexScan F553
EIZ0202	EIZO FlexScan F563
EIZ0203	EIZO FlexScan F764
EIZ0204	EIZO FlexScan F784
EIZ0206	EIZO FlexScan 6600
EIZ0300	EIZO FlexScan 6500
EIZ0302	EIZO 9060S
EIZ0303	EIZO 9065S
EIZ0305	EIZO FlexScan T563
EIZ0306	EIZO 9070S
EIZ0307	EIZO 9080i
EIZ0308	EIZO 9400i
EIZ0309	EIZO 9500
EIZ030A	EIZO FlexScan F340iW
EIZ030C	EIZO FlexScan F552
EIZ030D	EIZO FlexScan F560iW
EIZ030E	EIZO FlexScan F750i
EIZ030F	EIZO FlexScan F760iW
EIZ0310	EIZO FlexScan F780iW
EIZ0311	EIZO FlexScan T560i
EIZ0312	EIZO FlexScan T660i
EIZ0313	EIZO FlexScan T562
EIZ0314	EIZO FlexScan T662
EIZ038C	EIZO FlexScan F550iW
ELS00C3	ELSA ECOMO 21H95
ELS00EA	ELSA ECOMO 24H96
ELS0121	ELSA GDM-20H110
ELS01AF	ELSA ECOMO 20S96
ELS01B1	ELSA ECOMO 17H96
ELS1302	ELSA ECOMO 20H97
ELSC040	ELSA ECOMO 17H97
ESS0000	ESS ES1868 Control Interface
ESS0004	ESS ES1878 Control Interface
ESS0100	ESS ES688 PnP AudioDrive
ESS0102	ESS ES1688 PnP AudioDrive
ESS0104	ESS ES1788 PnP AudioDrive
ESS0106	ESS ES1888 PnP AudioDrive
ESS0108	ESS ES888 PnP AudioDrive
ESS1481	ESS ES1488 AudioDrive
ESS1681	ESS ES1688 AudioDrive
ESS1781	ESS ES1788 AudioDrive
ESS1868	ESS ES1868 PnP AudioDrive
ESS1878	ESS ES1878 PnP AudioDrive
ESS1881	ESS ES1888 AudioDrive
ESS4881	ESS ES488 AudioDrive
ESS6880	ESS ES688 AudioDrive + game port
ESS6881	ESS ES688 AudioDrive
ESS8881	ESS ES888 AudioDrive
EXI0001	Exide UPS
FDC0000	Future Domain TMC-18XX SIC SCSI Host
FDC0950	Future Domain TMC-950 SIC SCSI Host
FDC1600	Future Domain PNP-1630/1640 PnP SCSI
FDC1695	Future Domain TMC-1695 PnP SCSI Host
FDC9516	Future Domain TMC-1695 PnP SCSI Host
FPS0001	Fiskars UPS
GRV0001	Gravis UltraSound Plug-and-Play
GSM36B1	LG HiSync 14S
GSM36B4	LG StudioWorks 44m
GSM36B9	LG StudioWorks 44i
GSM36BB	LG StudioWorks 45i
GSM3AA0	LG 1505s
GSM3AA1	LG HiSync 15S
GSM3AA2	LG StudioWorks 56m
GSM3AA5	LG HiSync 15VH
GSM3AA6	LG HiSync 15XH
GSM3AA8	LG StudioWorks 56i
GSM3AA9	LG StudioWorks 54m
GSM3AAA	LG HiSync 15VN
GSM3AAB	LG HiSync 15SF
GSM3AAC	LG 1537
GSM3AAE	LG 1535
GSM3AAF	LG StudioWorks 56T
GSM3AB1	LG HiSync 15SX
GSM3AB6	LG StudioWorks 5D
GSM3ABD	LG StudioWorks 55i
GSM426A	LG HiSync 17S
GSM426C	LG StudioWorks 78i
GSM426D	LG StudioWorks 78T
GSM426E	LG StudioWorks 76i
GSM4270	LG HiSync 17XR
GSM4271	LG HiSync 17XH
GSM4272	LG HiSync 17SH
GSM4273	LG StudioWorks 76m
GSM4274	LG StudioWorks 78m
GSM4276	LG HiSync 17SF
GSM4277	LG StudioWorks 74m
GSM4278	LG StudioWorks 74i
GSM4279	LG HiSync 17SX
GSM427A	LG HiSync 17XDR
GSM427E	LG StudioWorks 7D
GSM427F	LG StudioWorks 78D
GSM4280	LG StudioWorks 78DT
GSM4281	LG StudioWorks 7DT
GSM4284	LG StudioWorks 76T
GSM428A	LG StudioWorks 77i
GSM42CF	LG 1725
GSM4E21	LG StudioWorks 20i
GSM4E22	LG 2010i
GSM4E23	LG HiSync 20VRp
GSM520B	LG StudioWorks 28i
HAY0001	Hayes Optima 288 V.34/FAX/Voice/ESP
HEI5864	HYUNDAI DeluxScan 15 Pro
HEIB81E	HYUNDAI DeluxScan 17
HSL057A	Hansol Mazelan 400A
HTCAB6F	Hitachi CM-1711M
HTCABC2	Hitachi CM-2112M
HTCABC7	Hitachi CM-2111M
HTCABCC	Hitachi CM-2110M
HWP0AF0	HP D2800A UltraVGA 1600
HWP0AF6	HP D2806A ErgoUltraVGA
HWP0AFF	HP D1815A 1024
HWP0F11	HP D3857A MultiMedia
HWP0F12	HP D3858A MultiMedia
HWP1400	HP Dual Serial Interface  (24541B)
HWP1461	HP ScanJet Plus
HWP1820	HP EtherTwist Adapter Card/8 (27245-60002)
HWP1832	HP EtherTwist PC LAN Adapter/16 TP Plus (27247B)
HWP1840	HP Ethertwist EISA LAN
HWP18A0	HP EtherTwist PC LAN Adapter/16 TL Plus (27252A)
HWP18C0	HP EtherTwist PC LAN Adapter NC/16 TP (J2405A)
HWP1920	HP 27248B 10 MB/s Ethernet Adapter
HWP1940	HP J2577A 10/100VG EISA LAN
HWP1950	HP J2573A 10/100VG ISA LAN
HWP1C00	HP Serial/Parallel Interface  (24540B)
HWP1C10	HP COM and LPT Ports Combo Card
HWP2002	HP ScanJet II
HWPC0F1	HP NetServer 5/133 LC
HWPF150	HP J2573A 10/100 Ethernet Adapter
HWPF180	HP J2577A 10/100 Ethernet Adapter
IBM0000	IBM Auto LANStreamer PCI
IBM0001	IBM Auto 16/4 ISA Token-Ring
IBM0002	IBM Thinkpad Infrared Port
IBM0003	IBM EtherStreamer MC 32
IBM0005	Power Management
IBM0007	L2 Cache
IBM0008	NVRAM
IBM0009	CMOS
IBM000A	Memory controller
IBM000B	Operator's Panel
IBM000D	PowerPC Extended Interrupt Controller
IBM000E	Crystal CS4231 Audio Device
IBM000F	NCR 810 SCSI Controller
IBM0010	IBM Ethernet
IBM0011	IBM Service Processor
IBM0012	Crystal CS4232 Game Port
IBM0013	Crystal CS4232 MIDI
IBM0014	Graphics Assist
IBM0015	ASCII V7310 Video Capture
IBM0016	AMD 79C970 Ethernet
IBM0017	Crystal CS4232 Audio Device
IBM0018	NCR 875 SCSI Controller
IBM0019	IBM Tablet Controller
IBM001B	NCR 825 SCSI Controller
IBM001C	EPP Parallel port
IBM001D	YMF289B Sound Chip (Yamaha)
IBM001E	Lightning/Terlingua Support Processor
IBM001F	Terlingua Mini-SP
IBM0034	IBM Thinkpad Infrared Port
IBM198E	IBM G41/G50
IBM1990	IBM G70
IBM1991	IBM G200
IBM1999	IBM P50
IBM199A	IBM P70
IBM199B	IBM P200
IBM2001	IBM EISA Ethernet
IBM2112	IBM 2112
IBM2113	IBM 2113
IBM2114	IBM 2114
IBM2115	IBM 2115
IBM2117	IBM 2117
IBM2215	IBM 2215
IBM2238	IBM 2238
IBM2248	IBM 2248
IBM2264	IBM 2264
IBM2535	IBM 9525-0X1
IBM36E0	IBM Mwave DSP Processor
IBM36F1	IBM Mwave Midi Synthesizer
IBM36F2	IBM Mwave SoundBlaster
IBM5250	IBM Enhanced 5250 Emulation Adapter
IBM6312	IBM 6312
IBM6314	IBM 6314
IBM6315	IBM 6315
IBM6317	IBM 6317
IBM6319	IBM 6319
IBM6321	IBM 6321
IBM6322	IBM 6322
IBM6324	IBM 6324
IBM6325	IBM 6324
IBM6327	IBM 6327
IBM8504	IBM 8504
IBM8511	IBM 8511
IBM8512	IBM 8512
IBM8513	IBM 8513
IBM8514	IBM 8514
IBM8515	IBM 8515
IBM8517	IBM 8517
IBM8518	IBM 8518
IBM9504	IBM 9504
IBM9515	IBM 9515
IBM9517	IBM 9517
IBM9518	IBM 9518
IBM9521	IBM 9521
IBM9524	IBM 9524
IBM9525	IBM 9525-0X1
IBM9527	IBM 9527
ICL0100	Fujitsu ICL ErgoPro 211v
ICL0200	Fujitsu ICL ErgoPro 171p
ICL0400	Fujitsu ICL ErgoPro 171v
ICL0700	Fujitsu ICL ErgoPro 151p
ICL0800	Fujitsu ICL ErgoPro 151p AutoBrite
ICL0A00	Fujitsu ICL ErgoPro 151v
ICL0B00	Fujitsu ICL ErgoPro 141v
ICL0D00	Fujitsu ICL ErgoPro 141p
ICL0F00	Fujitsu ICL ErgoPro 152v
ICL1400	Fujitsu ICL ErgoPro 142v
ICLA080	Fujitsu ICL EtherTeam 32 EISA 32-bit Ethernet Controller
ICLA090	ICL EtherTeam PCI/ISA Ethernet Adapter
ICU0010	Intel SatisFAXtion Modem/400
ICU0020	Intel SatisFAXtion Modem/100
ICU0030	Digi DigiChannel PC/4E Serial Adapter
ICU0040	Western Digital WD1003V-MM2(w FIRMWARE) HDC/FDC
ICU0041	Western Digital WD1003V-MM2(w/o FIRMWARE) HDC/FDC
ICU0050	Western Digital WD1007A-WA2(w BIOS) HDC/FDC
ICU0051	Western Digital WD1007A-WA2(w/o BIOS) HDC/FDC
ICU0060	Archive SC402/VP402 QIC-02 Tape
ICU0070	Wangtek PC-36 Tape
ICU0080	Wangtek PC-02 Tape
ICU0091	Adaptec AHA-1540/1542 SCSI
ICU00A1	DPT PM2011B1 SmartCache Plus SCSI
ICU00B0	3COM Etherlink II (3C503)
ICU00C0	3COM Etherlink 16 (3C507)
ICU00D0	SMC PC600WS
ICU00E0	SMC PC130E
ICU0100	Western Digital WD8003E
ICU0110	Paradise VGA Plus 16
ICU0120	Paradise VGA 1024
ICU0130	Orchid Prodesigner IIs
ICU0150	Orchid Fahrenheit 1280
ICU0180	Sound Blaster
ICU0190	Sound Blaster Pro
ICU01A0	Sound Blaster 16ASP
ICU01A1	Sound Blaster 16
ICU01A2	Sound Blaster 16 SCSI-2
ICU01A3	Sound Blaster 16ASP/CD-ROM
ICU01A4	JAZZ 16 Audio Card
ICU01A5	Premium 3-D SCSI2/Pro 3-D SCSI2
ICU01B0	Gravis Ultra Sound
ICU01C0	Logitech Soundman 16
ICU01D0	Media Vision Thunder
ICU01E0	Pro Audio Spectrum 16
ICU01E1	Pro AudioStudio
ICU01F0	Microsoft Windows Sound System
ICU0200	Intel Above  Plus 8 I/O
ICU0210	Logitech Bus Mouse
ICU0211	Microsoft Bus Mouse
ICU0220	Microfield Graphics V8
ICU0230	Accton Ringpair-4/16 (TR1605)
ICU0231	Accton MPX Ethernet Adapter (EN165x)
ICU0240	CNet CN600E/680E
ICU0250	CNet CN1000T
ICU0260	CNet CN850E
ICU0270	CNet CN800E/880E
ICU0280	Cogent E/Master II-AT
ICU0290	Cogent E/Master I-AT
ICU02A0	D-Link DE-100
ICU02B0	D-Link DE-200
ICU02C0	Eagle/Novell NE1000 (810-160-00X)
ICU02C1	Eagle/Novell NE1000 (950-054401)
ICU02D0	Eagle/Novell NE1500T
ICU02E0	Eagle/Novell NE2100
ICU02F0	Gateway Ethertwist 16 (Fujitsu Chipset)
ICU02F1	Gateway Ethertwist 16 (National Chipset)
ICU0300	Gateway Ethertwist PC/PC-WS(National Chipset)
ICU0310	Proteon ProNET-4/16 Model p1390
ICU0320	Racal-Datacom InterLan AT
ICU0330	SMC PC330
ICU0340	SMC PC500
ICU0350	SMC PC550
ICU0360	SMC PC650
ICU0370	SMC PC270E
ICU0380	SMC 3008
ICU0390	SMC 3016
ICU03A0	Thomas-Conrad TC5045-2
ICU03B0	Thomas-Conrad TC6042/TC6142/TC6242
ICU03C0	Thomas-Conrad TC6045
ICU03D0	Thomas-Conrad TC6245
ICU03E0	Tiara Lancard 2002/2003
ICU03F0	Tiara Lancard AT
ICU0400	Tiara Lancard PC
ICU0410	Tiara ARCNET Lancard AT
ICU0420	Tiara Ethernet Lancard * 2000
ICU0430	Tiara Ethernet Lancard E2000
ICU0440	Tiara Lancard A-286
ICU0450	Tiara Lancard E
ICU0460	Tiara Lancard E * AT
ICU0470	Tiara Lancard E * AT TP
ICU0480	Tiara Lancard E * PC
ICU0490	Tiara Lancard E * PC10BT
ICU04A0	Tiara Lancard E * PC10TP
ICU04B0	Tiara Token Ring Lancard*16 AT
ICU04C0	Zenith LAN10E-MAT/FAT/FL-AT
ICU04D0	Zenith LAN16TR-AT
ICU04E0	Zenith LAN16TR-XT
ICU04F0	Zenith LAN4TR-AT
ICU0500	Zenith LAN4TR-XT
ICU0510	Zenith OfficeNIC
ICU0520	Zenith XT Lancard
ICU0530	BOCA M1440I 14.4Kbps V.32bis Modem
ICU0540	Always Technology IN-2000 SCSI
ICU0550	Data Technology DTC3180A/DTC3280A SCSI
ICU0560	DTC3150 SCSI
ICU0561	DTC3150B SCSI
ICU0570	Data Technology DTC3250 SCSI
